"","IB_S_Pos","IB_N_Pos","IB_S_Neg","IB_N_Neg","MB_Pos","MB_Neg"
"IB_S_Pos",0,0.0972456351883136,0,0,0,0
"IB_N_Pos",0.0972456351883136,0,0,0,0,0
"IB_S_Neg",0,0,0,0.220936048225571,0,0.0494856939018328
"IB_N_Neg",0,0,0.220936048225571,0,0,0
"MB_Pos",0,0,0,0,0,0
"MB_Neg",0,0,0.0494856939018328,0,0,0
