"","IB_S_Pos","IB_N_Pos","IB_S_Neg","IB_N_Neg","MB_Pos","MB_Neg"
"IB_S_Pos",0.327337807606264,0.123865771812081,-0.0811991051454139,0.030496644295302,0.263534675615212,0.0475167785234899
"IB_N_Pos",0.123865771812081,0.409702013422819,-0.123055033557047,-0.0653261744966443,0.164295302013423,-0.117127516778523
"IB_S_Neg",-0.0811991051454139,-0.123055033557047,0.67752841163311,0.290142281879195,-0.415391498881432,0.420697986577181
"IB_N_Neg",0.030496644295302,-0.0653261744966443,0.290142281879195,0.581621476510067,-0.207248322147651,0.33296644295302
"MB_Pos",0.263534675615212,0.164295302013423,-0.415391498881432,-0.207248322147651,6.37136465324385,-0.0912751677852349
"MB_Neg",0.0475167785234899,-0.117127516778523,0.420697986577181,0.33296644295302,-0.0912751677852349,3.06939597315436
