"","MH","IB_S_Pos","IB_N_Pos","IB_S_Neg","IB_N_Neg","MB_Pos","MB_Neg"
"MH",158.313860556787,2.86216407982262,2.65925498891353,-2.747970436068,-1.3059689578714,14.3930672579453,-12.689687115053
"IB_S_Pos",2.86216407982262,0.385210150283321,0.159456614929786,-0.141373146095097,-0.00021069228874106,0.53120275930032,-0.406836166543484
"IB_N_Pos",2.65925498891353,0.159456614929786,0.412571766444937,-0.0953771864991377,-0.0876127124907613,0.391283567381128,-0.383482631189948
"IB_S_Neg",-2.747970436068,-0.141373146095097,-0.0953771864991377,0.770334368070953,0.318522197585612,-0.597809312638581,0.860349839862035
"IB_N_Neg",-1.3059689578714,-0.00021069228874106,-0.0876127124907613,0.318522197585612,0.512217196353782,-0.309988667159399,0.399367331855137
"MB_Pos",14.3930672579453,0.53120275930032,0.391283567381128,-0.597809312638581,-0.309988667159399,8.23672825819167,-1.93425966986943
"MB_Neg",-12.689687115053,-0.406836166543484,-0.383482631189948,0.860349839862035,0.399367331855137,-1.93425966986943,5.48166543483617
